employee_id,salary_month,gross_salary,bonus,tax_deduction
EMP014014,2025-04,179786,26829,17556.39
EMP014015,2025-04,80589,10568,11834.31
EMP014016,2025-04,31800,44140,5614.13
EMP014017,2025-04,83145,5497,8604.7
EMP014018,2025-04,127653,5796,27056.74
EMP014019,2025-01,38707,24679,4729.27
EMP014020,2025-02,132089,46555,11646.6
EMP014021,2025-04,75736,6118,8708.64
EMP014022,2025-04,149597,28750,14784.71
EMP014023,2025-04,86629,25359,8567.42
EMP014024,2025-04,136459,38651,25870.3
EMP014025,2025-04,72129,31497,11708.71
EMP014026,2025-01,155884,9273,37819.26
EMP014027,2025-01,133568,4299,28602.98
EMP014028,2025-01,174689,46352,11452.23
EMP014029,2025-04,63058,42896,5014.71
EMP014030,2025-03,41838,29444,9562.93
EMP014031,2025-01,70862,24713,15359.41
EMP014032,2025-03,38895,8501,5561.17
EMP014033,2025-02,169996,7074,39735.73
EMP014034,2025-03,122193,23567,30225.92
EMP014035,2025-04,150284,25835,10489.84
EMP014036,2025-04,38269,37427,9243.73
EMP014037,2025-04,153435,39824,33275.54
EMP014038,2025-04,58489,22522,10642.72
EMP014039,2025-01,135938,29131,25761.4
EMP014040,2025-02,112724,46046,8645.78
EMP014041,2025-04,57053,38804,13347.25
EMP014042,2025-02,114985,8244,9468.16
EMP014043,2025-01,64823,46102,11919.15
EMP014044,2025-03,95192,13531,21689.95
EMP014045,2025-01,110162,30891,19369.99
EMP014046,2025-02,97000,42083,13045.47
EMP014047,2025-02,158185,32041,10233.93
EMP014048,2025-03,133980,17890,13825.0
EMP014049,2025-04,57878,49839,11323.72
EMP014050,2025-01,120886,2981,10016.61
EMP014051,2025-03,78499,29601,14847.84
EMP014052,2025-03,147500,35262,21996.99
EMP014053,2025-02,124890,39047,9130.54
EMP014054,2025-02,33849,35133,2135.68
EMP014055,2025-03,129686,36366,17785.28
EMP014056,2025-01,121121,34195,10093.47
EMP014057,2025-03,94038,26331,11153.71
EMP014058,2025-04,157982,27299,9220.84
EMP014059,2025-03,113746,40529,28298.41
EMP014060,2025-03,77890,10709,8430.65
EMP014061,2025-03,89149,24187,20790.21
EMP014062,2025-04,49045,12966,7189.65
EMP014063,2025-02,44303,26028,4644.17
EMP014064,2025-03,130299,48808,29113.42
EMP014065,2025-02,94994,49572,21613.58
EMP014066,2025-03,140030,12377,9900.88
EMP014067,2025-03,26143,39405,2333.09
EMP014068,2025-04,46509,312,5457.4
EMP014069,2025-02,53397,12170,2943.77
EMP014070,2025-02,89055,38654,20454.96
EMP014071,2025-04,129670,31717,10531.5
EMP014072,2025-02,79033,19223,18554.63
EMP014073,2025-01,154340,32835,33782.73
EMP014074,2025-02,134512,33982,14936.55
EMP014075,2025-01,162527,44154,20603.57
EMP014076,2025-02,77994,43771,14208.81
EMP014077,2025-04,114998,42696,8237.95
EMP014078,2025-01,177815,7001,10114.49
EMP014079,2025-03,88972,14154,9458.52
EMP014080,2025-03,146816,25218,21114.61
EMP014081,2025-03,146958,36216,23449.11
EMP014082,2025-01,112572,47947,24070.11
EMP014083,2025-03,54511,35456,13081.9
EMP014084,2025-03,145417,34810,23416.22
EMP014085,2025-01,85579,40672,9699.38
EMP014086,2025-04,63611,10795,14355.62
EMP014087,2025-03,118754,20339,10001.5
EMP014088,2025-02,156616,37460,35014.78
EMP014089,2025-01,38077,49516,7664.82
EMP014090,2025-02,169691,33948,26831.57
EMP014091,2025-01,149430,44225,26685.22
EMP014092,2025-02,64894,27969,8414.77
EMP014093,2025-03,28292,1293,2818.47
EMP014094,2025-02,44805,46236,4818.13
EMP014095,2025-01,152587,2333,18540.68
EMP014096,2025-04,66601,38411,10210.02
EMP014097,2025-01,55733,29718,12947.43
EMP014098,2025-01,107882,2959,7084.76
EMP014099,2025-03,172686,39701,31524.54
EMP014100,2025-03,52658,45183,5447.42
EMP014101,2025-03,29409,11385,4149.31
EMP014102,2025-02,48863,8237,10834.94
EMP014103,2025-01,169586,14326,21242.01
EMP014104,2025-01,163933,21290,40379.88
EMP014105,2025-04,153252,46676,29501.44
EMP014106,2025-03,155157,31197,25304.78
EMP014107,2025-04,114019,33600,22418.64
EMP014108,2025-03,113184,16282,18663.66
EMP014109,2025-02,157812,21419,9364.38
EMP014110,2025-02,-45545,45925,4818.38
EMP014111,2025-04,128651,6995,26050.67
EMP014112,2025-02,153040,3860,18429.49
EMP014113,2025-03,49429,7251,3550.48
EMP014114,2025-04,93120,8983,13975.36
EMP014115,2025-02,26813,26824,6320.55
EMP014116,2025-01,105247,40179,5346.64
EMP014117,2025-01,97597,5088,15103.69
EMP014118,2025-04,136752,6367,9376.92
EMP014119,2025-04,83119,21289,8830.15
EMP014120,2025-01,38761,41356,3756.55
EMP014121,2025-01,111328,18272,13387.36
EMP014122,2025-04,33023,4213,5656.65
EMP014123,2025-04,159039,10853,28926.92
EMP014124,2025-01,156662,24364,9190.69
EMP014125,2025-02,150849,21866,21756.16
EMP014126,2025-03,60909,20698,4085.49
EMP014127,2025-04,135705,45963,7362.43
EMP014128,2025-03,120448,4596,22902.04
EMP014129,2025-02,133540,3592,14898.81
EMP014130,2025-02,113801,23489,25550.62
EMP014131,2025-03,56304,49326,4947.44
EMP014132,2025-02,172157,45679,40206.79
EMP014133,2025-01,136145,30174,14544.19
EMP014134,2025-03,143027,26279,19465.54
EMP014135,2025-02,55840,27718,13286.89
EMP014136,2025-04,43677,6356,8443.97
EMP014137,2025-02,87795,44543,20378.58
EMP014138,2025-03,34521,27578,2396.6
EMP014139,2025-02,50399,23726,6809.41
EMP014140,2025-02,154618,15605,23130.67
EMP014141,2025-01,159449,1255,17422.71
EMP014142,2025-03,88360,25323,21306.95
EMP014143,2025-03,85497,15627,18276.48
EMP014144,2025-03,27377,16112,1402.95
EMP014145,2025-02,129328,6854,11926.3
EMP014146,2025-03,66931,23167,4803.74
EMP014147,2025-04,133133,46259,14188.95
EMP014148,2025-03,32785,49725,4463.73
EMP014149,2025-04,111873,45360,21354.29
EMP014150,2025-02,74091,14075,5102.33
EMP014151,2025-03,141840,14208,20542.78
EMP014152,2025-04,163308,3780,34108.18
EMP014153,2025-03,76879,1336,19192.1
EMP014154,2025-04,83658,13318,12826.84
EMP014155,2025-02,80043,9145,14965.2
EMP014156,2025-01,168616,28241,24775.9
EMP014157,2025-04,86455,23845,17448.88
EMP014158,2025-03,168585,25270,34591.21
EMP014159,2025-03,80576,44022,14736.85
EMP014160,2025-04,80937,20092,8994.88
EMP014161,2025-04,176757,1066,13714.09
EMP014162,2025-04,112513,29586,16623.53
EMP014163,2025-04,74909,37977,18711.08
EMP014164,2025-02,179172,4672,24037.06
EMP014165,2025-01,40421,18900,7486.89
EMP014166,2025-04,25660,47955,4784.56
EMP014167,2025-04,70293,38302,6577.2
EMP014168,2025-02,38205,34120,3591.03
EMP014169,2025-04,94611,12668,20857.19
EMP014170,2025-04,56556,44779,8523.22
EMP014171,2025-01,150337,29807,14797.49
EMP014172,2025-01,26065,7815,3920.57
EMP014173,2025-02,46273,20780,7487.9
EMP014174,2025-04,102960,15138,7049.78
EMP014175,2025-01,134948,35501,8325.02
EMP014176,2025-03,116470,20684,20221.81
EMP014177,2025-01,141294,14577,13461.42
EMP014178,2025-01,76542,43485,9932.99
EMP014179,2025-02,84820,29701,8919.11
EMP014180,2025-02,134477,48839,17454.67
EMP014181,2025-01,121091,33442,18689.0
EMP014182,2025-01,99977,45819,6754.39
EMP014183,2025-01,63000,3779,6549.17
EMP014184,2025-04,37121,36099,7831.75
EMP014185,2025-03,150940,11836,25161.77
EMP014186,2025-03,59701,2740,7583.56
EMP014187,2025-01,45516,41002,5427.91
EMP014188,2025-02,117080,29592,8337.92
EMP014189,2025-02,40007,11955,3316.3
EMP014190,2025-02,108111,8604,8530.58
EMP014191,2025-04,176618,1753,18960.01
EMP014192,2025-01,140481,38228,9824.2
EMP014193,2025-04,148986,6122,34577.92
EMP014194,2025-03,158808,24324,31613.45
EMP014195,2025-03,172926,32945,9232.6
EMP014196,2025-03,33459,49539,4353.0
EMP014197,2025-02,104531,43161,13419.54
EMP014198,2025-01,176496,1391,14164.21
EMP014199,2025-04,78547,19883,15415.01
EMP014200,2025-03,26370,9921,4033.86
EMP014201,2025-02,50765,43308,8491.5
EMP014202,2025-03,126343,33372,9107.13
EMP014203,2025-03,74062,22905,14177.3
EMP014204,2025-01,41573,12623,4008.96
EMP014205,2025-02,164353,11598,20401.7
EMP014206,2025-04,130518,653,17518.5
EMP014207,2025-04,142682,14274,20147.85
EMP014208,2025-04,35640,19578,8054.01
EMP014209,2025-01,69157,44313,16183.22
EMP014210,2025-04,141147,21318,28989.8
EMP014211,2025-02,120893,29009,21223.13
EMP014212,2025-02,114468,18824,14434.78
EMP014213,2025-03,168406,33325,21855.29
EMP014214,2025-02,63341,88,11383.95
EMP014215,2025-04,160959,9139,22259.76
EMP014216,2025-04,144147,6422,15224.47
EMP014217,2025-03,135396,27507,7886.61
EMP014218,2025-01,132202,42438,13268.57
EMP014219,2025-01,27287,19929,4918.12
EMP014220,2025-01,142685,28838,11220.96
EMP014221,2025-02,121772,22196,10463.63
EMP014222,2025-02,120435,24538,23679.65
EMP014223,2025-02,93301,48968,15550.71
EMP014224,2025-03,97427,24438,10352.57
EMP014225,2025-02,140150,15119,29690.34
EMP014226,2025-01,122421,12982,13098.5
EMP014227,2025-02,33363,20995,7804.08
EMP014228,2025-04,162149,8424,20433.06
EMP014229,2025-04,76234,8195,10812.2
EMP014230,2025-02,84732,22818,18881.01
EMP014231,2025-02,120874,33,22327.6
EMP014232,2025-02,179979,4292,24621.11
EMP014233,2025-04,150552,15577,21729.11
EMP014234,2025-03,62557,35992,5304.98
EMP014235,2025-01,88751,9672,11703.67
EMP014236,2025-04,68596,11218,12755.78
EMP014237,2025-01,140345,14449,17881.74
EMP014238,2025-04,129564,8439,9812.64
EMP014239,2025-02,175565,31777,24134.6
EMP014240,2025-03,27198,6753,3493.18
EMP014241,2025-03,116773,11955,23693.72
EMP014242,2025-04,159033,3239,34064.24
EMP014243,2025-02,93670,36868,18894.44
EMP014244,2025-04,35966,23888,2851.98
EMP014245,2025-04,53243,12449,7525.51
EMP014246,2025-04,84308,16275,16436.54
EMP014247,2025-03,93537,2109,20479.85
EMP014248,2025-02,33788,8361,7553.35
EMP014249,2025-03,144501,31308,24124.32
EMP014250,2025-03,64592,7661,14185.11
EMP014251,2025-02,59906,2297,14194.04
EMP014252,2025-02,162552,21634,18504.88
EMP014253,2025-03,64597,2822,13626.45
EMP014254,2025-02,152521,46679,32469.66
EMP014255,2025-01,78939,10712,19309.72
EMP014256,2025-02,165214,3607,28863.49
EMP014257,2025-04,42727,27584,4609.66
EMP014258,2025-03,94234,15093,10610.69
EMP014259,2025-01,102180,12502,7932.68
EMP014260,2025-02,79359,20891,10380.23
EMP014261,2025-02,49200,40300,7913.84
EMP014262,2025-03,94584,18328,16065.96
EMP014263,2025-04,75826,80,7421.5
EMP014264,2025-02,59696,49344,3743.11
EMP014265,2025-03,29962,37531,6366.63
EMP014266,2025-02,116533,951,18237.53
EMP014267,2025-03,83751,25481,5411.52
EMP014268,2025-04,124609,41291,20768.34
EMP014269,2025-03,166972,22718,27969.24
EMP014270,2025-04,145138,40862,27073.7
EMP014271,2025-01,25970,34564,6308.36
EMP014272,2025-03,68398,33118,3493.8
EMP014273,2025-04,76528,10380,4550.22
EMP014274,2025-01,145105,43376,10268.33
EMP014275,2025-04,137328,17251,8787.25
EMP014276,2025-02,91811,19844,12278.09
EMP014277,2025-04,70901,15359,16659.23
EMP014278,2025-03,92747,8380,9514.79
EMP014279,2025-01,148001,46720,31998.94
EMP014280,2025-03,160935,30703,35478.22
EMP014281,2025-01,73605,23518,10223.67
EMP014282,2025-03,37646,22040,2672.77
EMP014283,2025-01,53074,28855,4305.63
EMP014284,2025-03,36101,15701,2458.38
EMP014285,2025-02,113412,38639,7533.28
EMP014286,2025-03,121025,36276,14179.74
EMP014287,2025-01,122831,18333,18060.43
EMP014288,2025-04,110679,38372,18881.31
EMP014289,2025-03,73571,13176,10176.22
EMP014290,2025-02,149683,32399,28034.45
EMP014291,2025-04,52647,31990,4211.65
EMP014292,2025-02,127943,38974,24663.21
EMP014293,2025-03,81426,15164,4522.76
EMP014294,2025-01,126767,25017,17995.73
EMP014295,2025-04,60478,28102,6685.71
EMP014296,2025-03,57719,10073,7173.58
EMP014297,2025-01,125729,1773,15181.69
EMP014298,2025-04,152561,21170,25755.1
EMP014299,2025-03,97643,18638,15948.19
EMP014300,2025-04,163878,32905,35180.28
EMP014301,2025-01,114750,18631,20930.65
EMP014302,2025-01,159451,33373,37402.87
EMP014303,2025-02,162484,21594,34685.94
EMP014304,2025-04,157518,17093,10625.03
EMP014305,2025-04,165226,25054,12238.66
EMP014306,2025-02,114815,26849,23770.11
EMP014307,2025-04,97094,15445,14755.58
EMP014308,2025-02,88758,30373,6733.65
EMP014309,2025-02,162017,41214,27533.39
EMP014310,2025-04,28946,43690,3542.14
EMP014311,2025-04,140422,19594,28157.02
EMP014312,2025-02,153149,10351,33318.18
EMP014313,2025-04,27520,38848,2545.75
EMP014314,2025-03,26051,3506,5041.45
EMP014315,2025-01,127237,12810,30147.51
EMP014316,2025-02,135409,48738,21997.01
EMP014317,2025-03,61934,44356,5468.63
EMP014318,2025-02,167815,27704,36623.12
EMP014319,2025-02,108223,3753,16742.92
EMP014320,2025-02,29208,17130,2296.71
EMP014321,2025-04,168586,9076,21200.28
EMP014322,2025-03,147838,14901,26208.26
EMP014323,2025-02,64807,8803,14143.36
EMP014324,2025-03,144474,2582,31250.39
EMP014325,2025-03,107570,7246,12429.5
EMP014326,2025-03,95200,19513,11621.84
EMP014327,2025-04,162369,18392,39136.31
EMP014328,2025-02,76590,17245,11781.57
EMP014329,2025-04,26757,14801,4130.53
EMP014330,2025-04,117247,40141,21198.13
EMP014331,2025-01,79184,135,5542.79
EMP014332,2025-01,55633,25540,12068.47
EMP014333,2025-02,52287,38857,5842.81
EMP014334,2025-02,61799,44503,5679.4
EMP014335,2025-04,60831,8302,4697.72
EMP014336,2025-02,165679,30302,10255.54
EMP014337,2025-02,113559,24890,21781.98
EMP014338,2025-03,57650,37873,12310.91
EMP014339,2025-04,69853,1217,5578.74
EMP014340,2025-01,105067,30715,6187.16
EMP014341,2025-02,40643,238,4693.54
EMP014342,2025-02,106477,43025,14067.74
EMP014343,2025-01,58859,28003,3876.41
EMP014344,2025-03,124542,37637,30627.59
EMP014345,2025-01,38902,26554,9278.65
EMP014346,2025-02,154991,36060,38429.78
EMP014347,2025-01,109593,26263,18093.61
EMP014348,2025-03,94327,8262,20252.71
EMP014349,2025-04,171728,11030,32446.37
EMP014350,2025-01,35994,38644,8095.22
EMP014351,2025-04,143517,7963,22044.93
EMP014352,2025-02,48917,25861,6110.02
EMP014353,2025-03,56480,37216,7996.43
EMP014354,2025-01,160283,1965,18537.36
EMP014355,2025-04,110788,574,16612.88
EMP014356,2025-02,82697,29266,14783.99
EMP014357,2025-01,178558,3385,20401.13
EMP014358,2025-03,141231,49357,26269.84
EMP014359,2025-01,136437,30002,14140.84
EMP014360,2025-02,163964,10029,37644.04
EMP014361,2025-01,144611,18610,21114.1
EMP014362,2025-03,130034,30287,25313.52
EMP014363,2025-02,99944,37884,17101.43
EMP014364,2025-01,133217,1759,29266.39
EMP014365,2025-04,33484,34064,7808.54
EMP014366,2025-03,54613,31086,6417.66
EMP014367,2025-02,88000,33945,15395.05
EMP014368,2025-02,122690,10468,23402.48
EMP014369,2025-03,119667,49188,25897.09
EMP014370,2025-02,38785,13041,1962.43
EMP014371,2025-03,165686,45357,23671.09
EMP014372,2025-04,137371,26024,27704.03
EMP014373,2025-02,133327,41961,31113.42
EMP014374,2025-03,130457,19937,27028.29
EMP014375,2025-04,107582,20369,13529.43
EMP014376,2025-04,107277,43776,26533.63
EMP014377,2025-04,76167,34217,5984.94
EMP014378,2025-04,55471,46060,8984.31
EMP014379,2025-02,167940,46194,12560.74
EMP014380,2025-02,78895,18978,11075.42
EMP014381,2025-04,147340,45936,16957.52
EMP014382,2025-04,101597,49537,18726.96
EMP014383,2025-02,70297,22697,9138.26
EMP014384,2025-04,64936,47221,6420.83
EMP014385,2025-03,58742,31367,7641.78
EMP014386,2025-03,103026,40437,18706.62
EMP014387,2025-02,88833,3327,20716.69
EMP014388,2025-01,73760,36835,4804.95
EMP014389,2025-02,40458,34364,6553.0
EMP014390,2025-02,96580,31822,11078.25
EMP014391,2025-04,173019,16122,20935.43
EMP014392,2025-03,53707,37535,12307.07
EMP014393,2025-03,69106,47926,13355.31
EMP014394,2025-03,48870,40253,11917.59
EMP014395,2025-04,25805,15954,2883.96
EMP014396,2025-01,83809,12521,14815.83
EMP014397,2025-02,73273,19295,7293.74
EMP014398,2025-01,114706,4417,8870.37
EMP014399,2025-02,89547,17334,7682.87
EMP014400,2025-02,35879,45651,8670.71
EMP014401,2025-02,71064,46964,3674.7
EMP014402,2025-04,135050,39770,11519.66
EMP014403,2025-02,114980,46437,18561.97
EMP014404,2025-04,121341,11399,28717.3
EMP014405,2025-03,89460,15032,16463.62
EMP014406,2025-04,149512,36089,12417.0
EMP014407,2025-01,166079,10434,8420.02
EMP014408,2025-04,144834,5260,13665.03
EMP014409,2025-04,159388,6058,15990.47
EMP014410,2025-03,78895,44268,5803.69
EMP014411,2025-03,167600,3724,31341.33
EMP014412,2025-04,102120,15139,20045.29
EMP014413,2025-03,136516,8053,14329.46
EMP014414,2025-01,153252,3603,36238.84
EMP014415,2025-01,56093,29892,3614.26
EMP014416,2025-02,134225,42325,8287.02
EMP014417,2025-02,60629,33555,5191.96
EMP014418,2025-03,90158,22045,20494.26
EMP014419,2025-01,114671,26782,15222.11
EMP014420,2025-03,55435,21446,2911.99
EMP014421,2025-03,67896,22687,8368.53
EMP014422,2025-04,128019,26366,17770.15
EMP014423,2025-01,82902,29151,14192.74
EMP014424,2025-01,140511,704,26282.13
EMP014425,2025-02,139108,4659,13677.54
EMP014426,2025-01,121215,10529,13618.16
EMP014427,2025-02,142165,32461,16259.94
EMP014428,2025-03,106389,5954,15141.81
EMP014429,2025-03,40107,17739,5296.14
EMP014430,2025-01,178636,14841,9801.65
EMP014431,2025-04,59924,5919,11374.8
EMP014432,2025-04,36259,1986,8795.39
EMP014433,2025-03,141811,32645,13468.58
EMP014434,2025-04,63555,26262,6367.58
EMP014435,2025-01,49510,45078,5763.75
EMP014436,2025-01,104445,48648,21308.57
EMP014437,2025-04,165675,1404,16973.65
EMP014438,2025-01,41492,42700,3270.25
EMP014439,2025-04,42229,16213,6947.06
EMP014440,2025-01,161981,36359,17711.0
EMP014441,2025-03,74689,37090,17770.3
EMP014442,2025-04,156656,934,14954.13
EMP014443,2025-01,98000,27681,22140.74
EMP014444,2025-03,73983,47921,4063.79
EMP014445,2025-04,110023,28071,21912.76
EMP014446,2025-04,81687,42945,19606.93
EMP014447,2025-03,139218,33021,11844.29
EMP014448,2025-03,32271,40382,2769.03
EMP014449,2025-02,137854,9404,12023.21
EMP014450,2025-04,145187,41809,8143.21
EMP014451,2025-02,156222,32245,13117.17
EMP014452,2025-01,56803,35295,4568.7
EMP014453,2025-03,155373,14632,21859.59
EMP014454,2025-02,116243,8157,24974.64
EMP014455,2025-01,117848,14125,9820.48
EMP014456,2025-04,138233,2495,24176.99
EMP014457,2025-04,87690,2167,12806.27
EMP014458,2025-04,129971,24631,18103.58
EMP014459,2025-03,52458,7509,3625.36
EMP014460,2025-02,119487,29837,11891.17
EMP014461,2025-03,99853,28062,23794.15
EMP014462,2025-02,165855,15332,26453.94
EMP014463,2025-01,82633,42451,17244.02
EMP014464,2025-03,171482,45318,21193.83
EMP014465,2025-01,97719,9045,19408.03
EMP014466,2025-02,117010,24603,25698.55
EMP014467,2025-02,111234,34844,18803.56
EMP014468,2025-01,121986,48838,25634.07
EMP014469,2025-01,50009,17317,4897.63
EMP014470,2025-02,49262,33673,5825.78
EMP014471,2025-03,135471,40,24697.62
EMP014472,2025-04,69998,1893,14753.29
EMP014473,2025-03,35574,41856,4109.71
EMP014474,2025-03,117994,40864,12247.21
EMP014475,2025-02,163253,8397,39467.45
EMP014476,2025-03,80057,17845,10093.07
EMP014477,2025-02,113389,47745,27541.76
EMP014478,2025-02,169376,40589,30125.34
EMP014479,2025-01,53304,17673,11230.91
EMP014480,2025-03,128723,11434,19102.45
EMP014481,2025-01,129242,43167,6857.22
EMP014482,2025-03,156045,27844,19353.52
EMP014483,2025-04,81651,2895,19035.21
EMP014484,2025-03,162908,47378,28084.18
EMP014485,2025-04,149778,16195,19821.49
EMP014486,2025-02,87145,34475,12218.88
EMP014487,2025-02,169988,25201,29676.15
EMP014488,2025-02,97623,23763,13456.05
EMP014489,2025-02,56032,4713,8258.64
EMP014490,2025-02,-20634,38720,1695.99
EMP014491,2025-02,151495,9997,7615.42
EMP014492,2025-03,64879,40397,15364.36
EMP014493,2025-01,103626,6620,12682.7
EMP014494,2025-02,36470,412,6930.4
EMP014495,2025-03,154109,47166,34822.98
EMP014496,2025-04,113682,16695,12949.59
EMP014497,2025-02,67795,44472,11117.9
EMP014498,2025-03,87346,25971,8770.36
EMP014499,2025-04,71625,47294,8532.79
EMP014500,2025-03,161964,32651,36869.09
EMP014501,2025-01,171835,15598,14904.13
EMP014502,2025-03,138127,16719,23659.49
EMP014503,2025-02,71654,37038,8046.04
EMP014504,2025-03,70811,14828,12034.25
EMP014505,2025-03,141343,14166,12472.93
EMP014506,2025-02,120071,18542,13497.2
EMP014507,2025-01,49984,37003,8747.88
EMP014508,2025-01,44389,9088,8588.54
EMP014509,2025-01,133319,44221,9023.69
EMP014510,2025-03,96086,8525,11369.36
EMP014511,2025-04,76498,22715,4909.55
EMP014512,2025-04,91825,25635,15789.73
EMP014513,2025-04,105575,14836,26334.11
EMP014514,2025-01,170115,33476,25295.42
EMP014515,2025-03,106521,42072,22560.03
EMP014516,2025-04,118439,33232,8841.89
EMP014517,2025-03,140958,41463,28282.1
EMP014518,2025-01,42479,30564,9592.88
EMP014519,2025-03,116818,33536,18620.36
EMP014520,2025-02,75010,35990,7292.71
EMP014521,2025-02,159716,42237,31128.59
EMP014522,2025-03,59064,8586,14666.64
EMP014523,2025-01,29513,38029,2994.87
EMP014524,2025-01,104934,42028,21891.68
EMP014525,2025-01,129289,49890,7896.96
EMP014526,2025-03,141413,34981,12430.52
EMP014527,2025-02,124332,14023,18858.1
EMP014528,2025-03,40298,37751,2162.79
EMP014529,2025-04,72472,36163,13176.51
EMP014530,2025-03,175042,2657,13799.61
EMP014531,2025-01,85185,49236,12307.65
EMP014532,2025-04,129037,6547,14996.14
EMP014533,2025-01,85549,48717,12323.87
EMP014534,2025-04,130187,19913,32267.36
EMP014535,2025-01,162329,39691,30095.5
EMP014536,2025-03,38267,29748,4076.13
EMP014537,2025-02,70132,19584,16207.44
EMP014538,2025-04,125419,17347,7717.65
EMP014539,2025-03,78786,4460,5772.72
EMP014540,2025-01,177209,37053,28662.73
EMP014541,2025-03,152885,27774,24487.58
EMP014542,2025-01,56662,24714,6494.71
EMP014543,2025-04,126013,49845,16273.51
EMP014544,2025-04,133158,27133,7415.53
EMP014545,2025-03,158426,41197,20837.51
EMP014546,2025-02,133443,47048,9852.36
EMP014547,2025-02,164162,1895,24630.2
EMP014548,2025-04,65562,29410,5498.78
EMP014549,2025-02,34370,19595,3675.63
EMP014550,2025-03,145249,10458,14682.82
EMP014551,2025-01,177374,29606,18266.91
EMP014552,2025-03,172162,8446,9827.11
EMP014553,2025-03,165877,43145,33612.21
EMP014554,2025-02,56729,30171,6240.46
EMP014555,2025-04,168252,44639,40735.28
EMP014556,2025-02,96961,29039,16838.26
EMP014557,2025-03,157895,42926,13036.07
EMP014558,2025-02,157841,1033,38884.01
EMP014559,2025-04,103861,27776,20354.45
EMP014560,2025-03,174656,36092,39335.19
EMP014561,2025-03,153900,18124,35045.6
EMP014562,2025-02,122202,973,14837.27
EMP014563,2025-03,29614,25508,2137.46
EMP014564,2025-01,122465,24177,10569.39
EMP014565,2025-04,160966,25041,16405.39
EMP014566,2025-04,71200,15036,10788.23
EMP014567,2025-02,86432,15916,5801.71
EMP014568,2025-01,128334,35629,20836.75
EMP014569,2025-02,176174,48404,16894.83
EMP014570,2025-04,52783,35816,6680.22
EMP014571,2025-04,38766,34813,8780.11
EMP014572,2025-01,105030,21779,22722.73
EMP014573,2025-04,49777,10403,2577.46
EMP014574,2025-02,173631,24398,21439.9
EMP014575,2025-03,178647,27409,20300.34
EMP014576,2025-01,112925,41109,20617.53
EMP014577,2025-04,108146,5676,17978.06
EMP014578,2025-02,95717,938,14837.95
EMP014579,2025-02,103639,41604,20034.08
EMP014580,2025-01,63132,14075,14306.46
EMP014581,2025-04,36857,44177,4035.86
EMP014582,2025-04,43764,30211,6809.12
EMP014583,2025-03,104375,12139,17055.91
EMP014584,2025-03,89793,25512,9195.95
EMP014585,2025-02,165774,49881,28945.7
EMP014586,2025-02,30775,36587,7133.49
EMP014587,2025-01,44132,37328,3554.19
EMP014588,2025-02,135545,43243,32107.47
EMP014589,2025-02,170838,24708,12503.85
EMP014590,2025-03,93939,5754,20289.89
EMP014591,2025-02,77315,17659,9364.13
EMP014592,2025-02,172525,37142,25990.21
EMP014593,2025-04,76952,44013,5360.62
EMP014594,2025-04,99940,5513,7847.65
EMP014595,2025-02,124134,23605,18482.67
EMP014596,2025-03,85274,9970,6742.6
EMP014597,2025-02,132835,32568,11876.06
EMP014598,2025-03,90766,44386,11709.73
EMP014599,2025-02,57482,3239,13224.93
EMP014600,2025-01,123131,14601,20417.72
EMP014601,2025-02,125611,45670,23143.37
EMP014602,2025-02,83094,26300,14911.04
EMP014603,2025-01,38596,12095,3182.23
EMP014604,2025-02,152413,47535,18205.06
EMP014605,2025-04,162896,40211,21572.77
EMP014606,2025-01,178865,14903,25910.56
EMP014607,2025-02,141517,49704,26670.08
EMP014608,2025-02,176026,46055,20540.0
EMP014609,2025-04,141773,31738,10583.83
EMP014610,2025-01,151033,25823,19768.08
EMP014611,2025-01,103754,5563,20842.61
EMP014612,2025-03,149402,14217,32919.87
EMP014613,2025-04,78009,23853,16840.87
EMP014614,2025-02,106999,16951,16313.41
EMP014615,2025-01,127654,19573,12919.23
EMP014616,2025-03,28535,40714,5581.7
EMP014617,2025-01,72134,45944,7605.0
EMP014618,2025-02,91333,39461,22541.52
EMP014619,2025-04,58372,12047,14437.29
EMP014620,2025-02,138405,19475,24947.31
EMP014621,2025-03,149411,35138,19138.41
EMP014622,2025-01,82839,46578,6373.0
EMP014623,2025-01,142674,49682,34644.68
EMP014624,2025-04,87834,41987,7820.76
EMP014625,2025-03,110634,45228,7543.08
EMP014626,2025-02,46595,24278,10650.34
EMP014627,2025-01,46917,5430,2825.51
EMP014628,2025-02,114902,27105,26431.37
EMP014629,2025-04,115695,35053,15242.69
EMP014630,2025-01,169057,8941,23574.47
EMP014631,2025-03,162570,35464,11640.67
EMP014632,2025-01,177327,5399,22514.21
EMP014633,2025-01,73598,27025,10953.7
EMP014634,2025-01,157262,37808,34090.45
EMP014635,2025-01,111417,35371,6924.77
EMP014636,2025-04,71010,23558,8578.96
EMP014637,2025-02,132378,25108,18801.78
EMP014638,2025-03,53244,24029,5676.27
EMP014639,2025-02,140306,28674,28359.67
EMP014640,2025-02,101421,39578,5476.97
EMP014641,2025-01,98392,49463,6940.64
EMP014642,2025-01,105612,4011,17879.14
EMP014643,2025-03,114816,41970,13976.47
EMP014644,2025-04,63139,8844,9825.3
EMP014645,2025-03,54405,14750,2782.07
EMP014646,2025-03,57903,46197,5456.36
EMP014647,2025-01,44716,42190,5084.42
EMP014648,2025-04,35243,46768,7958.71
