employee_id,attendance_date,attendance_percent,work_mode
EMP049746,2025-10-16,87.91,Hybrid
EMP014227,2025-06-29,87.34,WFH
EMP028732,2025-11-17,93.87,Hybrid
EMP043923,2025-02-05,75.02,Hybrid
EMP044849,2025-01-22,96.75,Office
EMP003391,2025-01-13,85.99,Office
EMP005998,2025-12-13,73.65,WFH
EMP012694,2025-01-17,89.06,Hybrid
EMP049816,2025-09-20,89.61,WFH
EMP042093,2025-05-27,93.91,Hybrid
EMP000542,2025-12-01,71.04,WFH
EMP021818,2025-12-16,70.82,WFH
EMP037862,2025-02-19,94.27,Office
EMP013429,2025-09-01,99.64,Office
EMP043935,2025-06-04,96.75,WFH
EMP012145,2025-01-23,96.6,WFH
EMP048832,2025-02-16,78.65,Office
EMP010259,2025-01-18,82.74,WFH
EMP016045,2025-10-16,78.9,Hybrid
EMP029412,2025-12-02,76.53,Hybrid
EMP005470,2025-01-29,85.14,WFH
EMP028855,2025-10-18,99.36,Hybrid
EMP006257,2025-08-01,89.14,WFH
EMP010721,2025-10-06,92.2,WFH
EMP033938,2025-11-25,78.24,Office
EMP033599,2025-02-13,71.63,Office
EMP001652,2025-11-24,79.55,Office
EMP046957,2025-01-17,88.86,WFH
EMP019195,2025-04-29,95.34,WFH
EMP025052,2025-07-12,86.67,Office
EMP027387,2025-01-02,89.82,Hybrid
EMP009519,2025-01-26,74.03,WFH
EMP046027,2025-05-18,84.83,Hybrid
EMP016185,2025-02-08,85.08,WFH
EMP033788,2025-04-08,87.38,Office
EMP021622,2025-11-03,75.65,WFH
EMP010029,2025-11-27,92.07,WFH
EMP012449,2025-02-20,73.34,Hybrid
EMP045254,2025-09-27,87.18,WFH
EMP034052,2025-10-11,81.35,WFH
EMP049812,2025-10-09,96.49,Office
EMP030448,2025-08-23,73.48,WFH
EMP018395,2025-06-28,80.68,Office
EMP034502,2025-01-07,89.89,Office
EMP030255,2025-11-19,89.29,Hybrid
EMP018510,2025-02-22,80.91,Office
EMP048999,2025-07-21,84.6,Hybrid
EMP014473,2025-06-06,99.73,Office
EMP045658,2025-06-14,86.54,WFH
EMP003472,2025-09-06,80.89,WFH
EMP041797,2025-05-30,72.72,Office
EMP030269,2025-02-21,93.69,Office
EMP008330,2025-01-10,98.24,WFH
EMP034866,2025-09-13,77.02,Hybrid
EMP046851,2025-12-13,84.8,Office
EMP046699,2025-10-10,98.68,Hybrid
EMP028273,2025-02-22,98.81,Hybrid
EMP042846,2025-08-16,72.03,Hybrid
EMP006398,2025-02-10,78.05,Office
EMP032374,2025-03-25,79.67,Hybrid
EMP035526,2025-01-04,78.89,Hybrid
EMP024571,2025-12-16,73.8,Hybrid
EMP018285,2025-08-23,78.14,WFH
EMP018995,2025-08-14,97.07,Office
EMP023285,2025-10-28,70.49,Hybrid
EMP017834,2025-03-20,94.4,Office
EMP025123,2025-11-16,93.61,WFH
EMP005018,2025-08-20,75.19,Hybrid
EMP016371,2025-08-01,86.59,Office
EMP029253,2025-04-14,99.62,Office
EMP008000,2025-10-05,88.07,Hybrid
EMP022437,2025-08-18,94.04,WFH
EMP042964,2025-04-26,74.24,Hybrid
EMP002097,2025-10-22,82.59,Office
EMP048202,2025-01-13,98.61,Office
EMP025280,2025-01-10,84.91,Hybrid
EMP043364,2025-03-16,76.03,Office
EMP048710,2025-04-07,87.51,WFH
EMP026202,2025-11-23,88.92,Office
EMP019716,2025-02-17,76.23,Office
EMP029310,2025-07-20,73.53,WFH
EMP015079,2025-08-27,80.31,Office
EMP005106,2025-12-23,92.77,WFH
EMP029313,2025-03-04,85.3,Office
EMP002840,2025-06-24,85.77,Office
EMP003385,2025-03-10,77.19,Office
EMP043620,2025-10-12,93.11,Office
EMP042822,2025-10-10,90.55,Office
EMP013494,2025-02-14,77.59,Hybrid
EMP017070,2025-03-16,98.82,WFH
EMP046908,2025-02-14,80.37,Hybrid
EMP007532,2025-10-14,77.02,WFH
EMP037052,2025-03-27,93.81,Hybrid
EMP007737,2025-01-30,82.58,Office
EMP007711,2025-01-15,88.68,WFH
EMP001620,2025-07-18,75.61,WFH
EMP013976,2025-02-14,98.32,WFH
EMP045604,2025-06-26,83.01,Office
EMP023253,2025-06-07,88.94,Hybrid
EMP015262,2025-05-30,71.48,WFH
EMP001432,2025-12-01,96.35,Hybrid
EMP009068,2025-12-16,78.5,Office
EMP037482,2025-02-28,88.89,WFH
EMP027038,2025-11-09,78.32,Office
EMP009558,2025-02-24,76.5,Hybrid
EMP009436,2025-08-29,90.27,WFH
EMP037767,2025-03-10,78.82,Office
EMP000163,2025-02-05,76.48,Hybrid
EMP034743,2025-08-07,86.16,WFH
EMP019676,2025-02-12,95.27,Hybrid
EMP008462,2025-04-07,74.44,WFH
EMP017016,2025-02-25,79.91,WFH
EMP045927,2025-07-28,74.43,WFH
EMP032592,2025-12-01,96.49,Office
EMP028048,2025-03-07,93.46,Office
EMP034783,2025-08-14,94.79,Hybrid
EMP009834,2025-11-03,77.33,WFH
EMP007897,2025-02-19,88.69,Hybrid
EMP032973,2025-07-04,80.21,Hybrid
EMP049734,2025-03-07,84.29,Office
EMP041801,2025-08-26,96.39,WFH
EMP030509,2025-08-09,77.25,Office
EMP005348,2025-10-18,82.9,Hybrid
EMP030315,2025-06-04,78.74,Hybrid
EMP002644,2025-06-20,93.8,Hybrid
EMP040786,2025-08-15,74.61,Hybrid
EMP018682,2025-10-25,81.17,Hybrid
EMP042112,2025-04-10,83.39,WFH
EMP038329,2025-10-26,98.19,WFH
EMP015893,2025-01-28,70.63,Office
EMP047300,2025-04-14,99.26,WFH
EMP017074,2025-10-23,92.49,WFH
EMP036769,2025-09-29,87.09,Office
EMP030683,2025-06-11,99.0,Office
EMP032263,2025-06-08,87.71,Office
EMP031359,2025-10-04,77.16,WFH
EMP014290,2025-10-17,91.8,WFH
EMP049824,2025-09-06,81.61,Hybrid
EMP007928,2025-08-05,76.49,Hybrid
EMP048331,2025-07-03,78.14,Office
EMP001172,2025-06-05,96.93,WFH
EMP011919,2025-01-24,83.03,Office
EMP041904,2025-04-02,99.79,Office
EMP039111,2025-07-10,84.92,Office
EMP044685,2025-01-15,87.13,Office
EMP011930,2025-12-23,86.91,WFH
EMP002540,2025-10-13,77.61,WFH
EMP036728,2025-03-21,81.0,WFH
EMP045952,2025-01-07,79.47,Office
EMP022670,2025-03-20,76.06,Office
EMP005433,2025-11-26,98.0,WFH
EMP020645,2025-07-02,72.81,Hybrid
EMP018746,2025-10-01,78.18,WFH
EMP028229,2025-02-10,88.71,Office
EMP034522,2025-11-11,98.15,Office
EMP031704,2025-10-16,86.24,Hybrid
EMP026929,2025-06-13,81.86,Hybrid
EMP018323,2025-08-31,98.25,Hybrid
EMP022361,2025-06-16,83.92,Hybrid
EMP029056,2025-02-06,79.36,Hybrid
EMP042892,2025-12-21,81.17,Office
EMP016377,2025-01-14,78.72,Hybrid
EMP006589,2025-02-20,82.12,Hybrid
EMP025001,2025-03-20,73.2,Office
EMP006305,2025-10-04,94.18,Office
EMP007346,2025-08-07,78.62,WFH
EMP029301,2025-02-28,88.57,Office
EMP024260,2025-07-20,91.0,WFH
EMP025471,2025-02-05,80.02,Office
EMP023018,2025-11-12,83.87,Hybrid
EMP015353,2025-06-06,72.06,Hybrid
EMP033366,2025-08-26,92.27,Hybrid
EMP019447,2025-01-04,85.76,Hybrid
EMP002337,2025-11-30,91.43,Hybrid
EMP009880,2025-05-17,73.99,WFH
EMP032317,2025-01-21,90.17,WFH
EMP033341,2025-07-23,92.17,Office
EMP007522,2025-01-17,86.28,Hybrid
EMP006172,2025-11-27,96.51,WFH
EMP023482,2025-08-24,92.31,WFH
EMP018475,2025-09-09,75.81,Hybrid
EMP046761,2025-05-05,84.89,Hybrid
EMP044630,2025-12-21,79.81,Office
EMP045233,2025-12-05,90.5,WFH
EMP021009,2025-04-09,81.84,WFH
EMP001634,2025-08-19,93.63,WFH
EMP021316,2025-12-11,95.37,Office
EMP012486,2025-03-22,89.94,WFH
EMP043618,2025-01-14,83.05,Office
EMP003649,2025-05-17,87.77,Office
EMP047946,2025-02-23,84.78,WFH
EMP013141,2025-12-19,93.96,WFH
EMP017922,2025-08-22,95.56,Hybrid
EMP014358,2025-11-16,99.79,Office
EMP046137,2025-11-26,78.45,Office
EMP003138,2025-02-16,96.58,WFH
EMP000098,2025-07-04,87.27,WFH
EMP011408,2025-03-27,91.43,WFH
EMP030576,2025-09-29,89.83,WFH
EMP012723,2025-10-20,84.05,WFH
EMP012925,2025-11-11,93.75,Hybrid
EMP003751,2025-03-30,75.21,WFH
EMP027734,2025-12-02,91.3,Office
EMP008536,2025-06-23,91.61,Office
EMP024488,2025-05-10,83.3,Office
EMP030652,2025-08-11,85.58,Hybrid
EMP004667,2025-03-15,94.82,Office
EMP048778,2025-10-24,71.54,WFH
EMP016995,2025-05-22,91.11,Hybrid
EMP001728,2025-05-26,74.75,Hybrid
EMP034623,2025-11-04,75.76,Office
EMP010801,2025-08-25,74.66,Office
EMP037824,2025-02-08,83.93,Office
EMP043040,2025-07-20,98.77,Office
EMP018709,2025-09-20,77.54,Hybrid
EMP012820,2025-05-12,81.58,WFH
EMP009370,2025-03-08,98.79,WFH
EMP009284,2025-09-23,76.68,Office
EMP030574,2025-10-08,96.04,Office
EMP013172,2025-07-23,94.25,Office
EMP030934,2025-08-28,80.38,Hybrid
EMP005775,2025-07-10,95.28,Hybrid
EMP006520,2025-04-23,88.35,Hybrid
EMP010984,2025-06-15,77.18,Office
EMP030933,2025-04-18,94.62,Office
EMP030799,2025-04-29,94.14,WFH
EMP018134,2025-07-18,89.03,Office
EMP014940,2025-07-15,95.34,Hybrid
EMP000782,2025-12-31,92.48,Hybrid
EMP049051,2025-11-16,72.27,Hybrid
EMP027625,2025-09-24,95.5,WFH
EMP006824,2025-10-31,80.15,WFH
EMP018490,2025-12-17,93.86,Office
EMP039962,2025-10-12,83.68,Office
EMP029119,2025-03-12,94.73,Hybrid
EMP034882,2025-06-07,98.75,WFH
EMP016281,2025-06-11,91.53,WFH
EMP022264,2025-11-13,73.73,Office
EMP013566,2025-10-15,90.58,WFH
EMP020355,2025-08-25,72.21,Hybrid
EMP042952,2025-09-19,94.94,WFH
EMP025644,2025-12-15,86.56,Hybrid
EMP023649,2025-03-18,70.83,Office
EMP006657,2025-03-13,89.93,Hybrid
EMP041972,2025-11-14,80.45,Hybrid
EMP018659,2025-07-14,73.93,Hybrid
EMP021254,2025-11-14,71.95,Hybrid
EMP048564,2025-03-06,77.58,Hybrid
EMP026391,2025-11-06,97.03,Hybrid
EMP023129,2025-05-20,84.92,Office
EMP013490,2025-07-03,82.21,Hybrid
EMP038315,2025-06-30,97.5,WFH
EMP032659,2025-12-18,72.1,Office
EMP006853,2025-01-02,96.7,Office
EMP029451,2025-09-02,82.4,Hybrid
EMP002552,2025-10-16,76.65,Office
EMP006412,2025-12-27,84.49,Hybrid
EMP049160,2025-09-13,83.04,Hybrid
EMP033244,2025-10-16,76.85,WFH
EMP021801,2025-01-17,78.25,Office
EMP010404,2025-04-27,92.74,Office
EMP007240,2025-11-21,98.73,Hybrid
EMP006711,2025-10-29,96.64,Hybrid
EMP021385,2025-04-19,81.31,Office
EMP021039,2025-01-07,78.38,Hybrid
EMP040847,2025-11-08,86.1,Hybrid
EMP022448,2025-08-15,87.88,Office
EMP002286,2025-10-12,79.42,Hybrid
EMP037992,2025-04-14,97.18,WFH
EMP013522,2025-06-06,89.97,Office
EMP047658,2025-10-24,92.45,Office
EMP006972,2025-10-21,99.63,Office
EMP029140,2025-08-15,85.61,Office
EMP019910,2025-09-01,83.79,Office
EMP011532,2025-04-09,74.82,Office
EMP014722,2025-10-04,72.65,WFH
EMP019207,2025-05-18,99.42,WFH
EMP037712,2025-03-15,76.27,Office
EMP006531,2025-05-20,98.92,Hybrid
EMP011117,2025-04-22,84.39,Office
EMP000259,2025-07-31,98.23,Hybrid
EMP000283,2025-09-21,98.96,Hybrid
EMP013938,2025-06-13,93.59,Hybrid
EMP001899,2025-03-15,84.45,Office
EMP004136,2025-05-31,77.29,Hybrid
EMP006630,2025-02-16,80.56,WFH
EMP043937,2025-04-07,73.06,Hybrid
EMP019585,2025-07-14,75.75,WFH
EMP023552,2025-08-18,76.86,Office
EMP033381,2025-05-24,73.01,WFH
EMP046972,2025-09-28,78.59,Hybrid
EMP017072,2025-07-19,75.44,Hybrid
EMP020075,2025-08-08,98.41,WFH
EMP025189,2025-09-25,82.58,Office
EMP002308,2025-07-20,76.12,WFH
EMP039902,2025-04-06,75.31,Hybrid
EMP011206,2025-01-04,91.83,Hybrid
EMP005907,2025-08-06,77.91,Office
EMP002592,2025-02-10,83.17,Hybrid
EMP015150,2025-12-01,95.42,WFH
EMP044919,2025-07-22,98.85,Hybrid
EMP039952,2025-03-14,93.49,Office
EMP025151,2025-10-16,70.28,Office
EMP031853,2025-11-16,83.5,Hybrid
EMP042871,2025-02-11,93.62,Hybrid
EMP049822,2025-01-08,94.13,Office
EMP001284,2025-02-26,87.05,WFH
EMP033692,2025-03-29,92.2,WFH
EMP001126,2025-05-17,71.21,Hybrid
EMP001530,2025-08-17,83.25,Hybrid
EMP026171,2025-05-16,96.78,WFH
EMP008439,2025-10-17,77.39,Office
EMP020096,2025-08-08,72.95,Hybrid
EMP016155,2025-05-05,72.36,WFH
EMP008005,2025-03-09,84.93,Office
EMP009753,2025-06-23,72.06,Office
EMP043361,2025-08-11,85.8,WFH
EMP026820,2025-03-13,94.79,Office
EMP036633,2025-08-15,81.14,Office
EMP026516,2025-08-02,80.81,Hybrid
EMP024218,2025-10-20,75.8,Office
EMP023173,2025-04-01,97.61,Office
EMP032995,2025-12-08,87.93,WFH
EMP015037,2025-09-29,92.86,WFH
EMP011740,2025-11-24,84.51,Office
EMP032221,2025-11-21,71.71,WFH
EMP049417,2025-12-15,87.1,Office
EMP009588,2025-08-20,77.26,Office
EMP044518,2025-08-07,97.2,Office
EMP030130,2025-09-19,78.88,Office
EMP000646,2025-03-14,98.95,Hybrid
EMP030931,2025-06-06,93.16,Hybrid
EMP016300,2025-05-09,93.36,Hybrid
EMP030091,2025-04-15,81.38,Office
EMP021954,2025-08-11,75.33,Hybrid
EMP046444,2025-02-15,89.94,Hybrid
EMP026476,2025-11-28,90.61,WFH
EMP018889,2025-05-23,86.05,Hybrid
EMP043733,2025-06-15,93.13,Hybrid
EMP016088,2025-10-07,79.87,Office
EMP046306,2025-05-18,78.76,Office
EMP046038,2025-07-10,87.83,WFH
EMP009347,2025-10-18,76.01,Hybrid
EMP000588,2025-02-13,91.67,Hybrid
EMP012764,2025-06-04,98.1,Office
EMP041946,2025-03-01,73.94,WFH
EMP004080,2025-07-13,93.06,Hybrid
EMP036117,2025-11-05,74.22,Office
EMP020216,2025-09-09,79.88,Office
EMP025818,2025-12-13,78.35,WFH
EMP024766,2025-10-30,83.88,WFH
EMP030113,2025-01-23,82.3,Office
EMP025557,2025-10-14,90.33,WFH
EMP018100,2025-11-16,99.88,Office
EMP043554,2025-11-14,95.54,WFH
EMP045097,2025-12-22,79.25,WFH
EMP006451,2025-02-10,72.87,Office
EMP013231,2025-11-16,81.53,WFH
EMP029010,2025-02-02,87.74,WFH
EMP005434,2025-08-05,84.67,Office
EMP033867,2025-08-13,98.39,WFH
EMP039865,2025-06-02,97.75,Hybrid
EMP018711,2025-06-27,73.25,Hybrid
EMP011440,2025-11-23,87.63,Hybrid
EMP041856,2025-03-23,92.52,Office
EMP016022,2025-10-13,73.04,Hybrid
EMP006417,2025-03-28,74.74,WFH
EMP006981,2025-10-19,75.84,Office
EMP018059,2025-01-29,86.82,WFH
EMP011102,2025-07-27,92.68,Office
EMP040719,2025-06-12,85.87,Hybrid
EMP032603,2025-01-10,84.33,Hybrid
EMP009123,2025-05-08,78.11,WFH
EMP012577,2025-09-18,80.04,WFH
EMP027517,2025-03-05,81.62,WFH
EMP022434,2025-04-18,82.39,WFH
EMP001090,2025-09-04,79.86,Hybrid
EMP037347,2025-01-04,93.66,Hybrid
EMP009128,2025-07-15,92.83,Office
EMP010488,2025-05-02,77.69,Office
EMP000156,2025-04-17,96.04,WFH
EMP001959,2025-10-02,90.07,Hybrid
EMP010694,2025-01-16,83.78,Hybrid
EMP039113,2025-05-16,79.75,Hybrid
EMP038548,2025-03-30,89.72,Office
EMP028796,2025-01-18,78.78,Office
EMP021448,2025-12-21,85.62,WFH
EMP036599,2025-09-07,72.69,Office
EMP041815,2025-07-18,82.92,Office
EMP025216,2025-04-25,75.6,Hybrid
EMP009795,2025-12-08,75.66,Hybrid
EMP033210,2025-02-11,97.26,Hybrid
EMP022425,2025-03-22,128.09398537440072,Office
EMP047247,2025-05-12,70.03,Office
EMP037397,2025-09-24,89.81,WFH
EMP006371,2025-05-10,72.14,Hybrid
EMP009529,2025-12-18,79.34,Hybrid
EMP028277,2025-09-23,84.07,Office
EMP010431,2025-04-21,73.9,Hybrid
EMP044334,2025-07-22,79.38,Office
EMP008180,2025-08-22,80.08,Office
EMP048782,2025-03-31,75.07,WFH
EMP016844,2025-06-14,77.42,Office
EMP023953,2025-12-08,79.65,Office
EMP033161,2025-12-02,98.77,WFH
EMP044899,2025-04-04,83.01,Hybrid
EMP044347,2025-04-25,98.0,WFH
EMP029517,2025-11-27,98.23,Hybrid
EMP010450,2025-08-27,77.97,Hybrid
EMP036586,2025-10-27,98.59,WFH
EMP021126,2025-06-29,98.26,Office
EMP007419,2025-08-15,90.81,Hybrid
EMP022747,2025-08-06,81.91,Office
EMP002455,2025-08-15,80.86,Office
EMP017762,2025-03-29,93.5,WFH
EMP015224,2025-06-22,97.55,WFH
EMP006702,2025-08-18,78.92,Office
EMP002598,2025-11-18,88.13,Hybrid
EMP000142,2025-04-28,96.87,Hybrid
EMP002660,2025-07-31,97.88,Office
EMP020981,2025-09-14,83.64,Office
EMP009032,2025-12-10,89.83,Office
EMP015038,2025-09-11,91.38,Hybrid
EMP046739,2025-01-11,99.98,Office
EMP038430,2025-01-31,77.27,Hybrid
EMP006143,2025-04-18,79.87,Office
EMP012110,2025-05-03,82.08,WFH
EMP022011,2025-09-26,71.82,Office
EMP008788,2025-04-06,93.0,Hybrid
EMP042865,2025-02-20,89.86,Office
EMP008473,2025-04-07,75.99,Office
EMP049576,2025-08-02,70.9,Hybrid
EMP023384,2025-09-29,77.89,WFH
EMP004250,2025-10-11,93.48,Hybrid
EMP047718,2025-05-30,91.62,WFH
EMP034519,2025-04-03,91.5,Office
EMP018352,2025-09-06,86.41,Hybrid
EMP004089,2025-01-21,99.79,Office
EMP015283,2025-07-23,98.23,Office
EMP019331,2025-05-31,95.87,WFH
EMP042410,2025-05-26,99.72,WFH
EMP021779,2025-12-08,87.17,WFH
EMP024265,2025-10-13,72.98,Hybrid
EMP005076,2025-01-23,80.98,WFH
EMP010413,2025-03-02,89.87,WFH
EMP048455,2025-11-25,88.41,WFH
EMP028366,2025-01-12,80.39,Office
EMP007231,2025-03-31,98.83,WFH
EMP048201,2025-11-10,76.89,Hybrid
EMP011003,2025-01-02,99.51,Hybrid
EMP013948,2025-01-18,91.64,WFH
EMP013687,2025-09-30,88.39,Hybrid
EMP029305,2025-09-07,84.21,Office
EMP032204,2025-08-12,85.51,WFH
EMP013075,2025-12-20,81.91,WFH
EMP004494,2025-05-28,81.43,WFH
EMP042652,2025-06-27,95.69,Hybrid
EMP034229,2025-04-27,73.6,Office
EMP014141,2025-01-31,91.52,Hybrid
EMP031656,2025-03-31,81.08,Hybrid
EMP043473,2025-06-15,84.68,Hybrid
EMP049438,2025-11-29,71.11,WFH
EMP049417,2025-08-19,75.98,Hybrid
EMP006817,2025-02-06,84.19,WFH
EMP011640,2025-12-25,81.92,Office
EMP047193,2025-07-08,79.95,Hybrid
EMP046734,2025-07-02,98.17,WFH
EMP029493,2025-04-21,81.19,WFH
EMP042970,2025-07-11,85.79,WFH
EMP011241,2025-10-03,99.59,WFH
EMP032699,2025-10-29,80.26,Office
EMP026958,2025-07-14,97.09,Hybrid
EMP032809,2025-07-09,91.41,WFH
EMP005828,2025-04-26,94.42,Office
EMP032763,2025-01-06,92.93,Office
EMP008260,2025-07-17,84.04,WFH
EMP042091,2025-07-06,71.23,Office
EMP014850,2025-12-18,89.09,Hybrid
EMP016233,2025-11-01,98.24,WFH
EMP040573,2025-12-07,76.37,WFH
EMP024174,2025-09-13,99.35,Hybrid
EMP005375,2025-02-23,70.19,Office
EMP021175,2025-09-03,70.11,Office
EMP023568,2025-10-05,84.79,WFH
EMP035293,2025-07-10,84.69,Office
EMP009278,2025-10-16,76.32,Office
EMP031601,2025-02-01,71.27,Office
EMP009886,2025-04-13,73.42,Hybrid
EMP000779,2025-10-11,75.6,WFH
EMP029166,2025-07-29,87.26,Hybrid
EMP001493,2025-03-18,87.8,WFH
EMP030463,2025-01-18,70.09,Hybrid
EMP049813,2025-05-15,82.71,WFH
EMP023686,2025-11-11,93.3,Hybrid
EMP013616,2025-06-21,95.64,Hybrid
EMP044901,2025-08-23,95.27,WFH
EMP042947,2025-11-15,70.1,Hybrid
EMP007852,2025-11-10,76.9,Hybrid
EMP016289,2025-11-12,88.46,Office
EMP007157,2025-05-19,74.33,WFH
EMP002045,2025-04-09,73.05,Office
EMP007369,2025-11-12,99.23,Hybrid
EMP019901,2025-05-21,70.25,Hybrid
EMP030601,2025-10-28,88.26,Office
EMP046404,2025-09-15,79.5,Hybrid
EMP025635,2025-04-03,95.71,Hybrid
EMP009169,2025-09-05,83.81,Hybrid
EMP020962,2025-12-15,83.46,Office
EMP049880,2025-04-29,86.58,Office
EMP044097,2025-07-24,74.55,Office
EMP046088,2025-09-28,93.9,Hybrid
EMP023853,2025-03-28,94.58,WFH
EMP033111,2025-11-10,94.08,Hybrid
EMP032175,2025-01-23,70.96,WFH
EMP034216,2025-06-06,95.99,WFH
EMP026956,2025-08-12,98.21,Hybrid
EMP006582,2025-05-29,82.27,Office
EMP044620,2025-05-22,73.05,WFH
EMP006318,2025-04-08,86.92,WFH
EMP049679,2025-10-29,98.4,WFH
EMP042857,2025-11-12,71.14,WFH
EMP045715,2025-07-22,73.07,WFH
EMP026650,2025-06-21,99.78,WFH
EMP023133,2025-05-05,78.9,Office
EMP016790,2025-08-19,93.74,WFH
EMP014568,2025-10-26,96.98,Office
EMP014869,2025-08-23,92.78,Hybrid
EMP024371,2025-09-22,99.57,Hybrid
EMP042534,2025-11-19,73.49,Office
EMP030484,2025-08-07,73.28,WFH
EMP012467,2025-06-11,95.26,WFH
EMP028804,2025-02-01,82.11,Office
EMP018231,2025-12-07,89.49,WFH
EMP017863,2025-05-12,99.68,WFH
EMP043356,2025-01-01,82.58,WFH
EMP031260,2025-05-13,89.46,Hybrid
EMP033540,2025-02-05,83.87,Office
EMP021910,2025-10-02,92.26,Office
EMP030796,2025-09-12,83.32,Hybrid
EMP049069,2025-06-14,89.2,WFH
EMP008771,2025-05-12,78.85,Hybrid
EMP011094,2025-03-22,98.51,Office
EMP046572,2025-12-28,97.2,WFH
EMP000194,2025-08-16,74.68,Office
EMP034776,2025-09-04,90.92,Hybrid
EMP017570,2025-12-06,88.46,WFH
EMP011191,2025-03-11,80.2,Hybrid
EMP042753,2025-10-01,82.0,WFH
EMP032328,2025-07-20,76.6,Hybrid
EMP042071,2025-09-22,85.85,Office
EMP020390,2025-02-10,74.33,WFH
EMP040198,2025-01-30,86.11,Hybrid
EMP002262,2025-08-12,93.68,WFH
EMP028370,2025-03-22,82.91,WFH
EMP026513,2025-08-11,85.53,Hybrid
EMP006717,2025-05-20,92.74,Hybrid
EMP021260,2025-06-18,77.88,Office
EMP028934,2025-07-16,91.62,WFH
EMP041690,2025-11-11,80.08,Hybrid
EMP004379,2025-01-19,90.9,Office
EMP040584,2025-10-27,82.3,Office
EMP046547,2025-07-30,98.42,Hybrid
EMP019836,2025-07-11,75.07,WFH
EMP029034,2025-10-12,86.3,Hybrid
EMP024001,2025-06-01,99.28,Office
EMP045497,2025-08-30,81.23,WFH
EMP010333,2025-12-08,98.35,WFH
EMP042605,2025-01-24,74.58,Office
EMP002801,2025-04-20,73.59,WFH
EMP029539,2025-01-25,97.14,WFH
EMP030120,2025-02-24,87.57,Office
EMP008334,2025-03-07,96.23,WFH
EMP005411,2025-10-23,93.45,Hybrid
EMP017840,2025-01-19,70.53,Hybrid
EMP030520,2025-03-29,77.15,Hybrid
EMP005809,2025-05-11,84.14,WFH
EMP006797,2025-05-08,73.78,Hybrid
EMP021181,2025-11-10,83.31,WFH
EMP043057,2025-01-21,87.48,WFH
EMP017710,2025-05-23,71.46,WFH
EMP017544,2025-07-19,87.97,Hybrid
EMP037419,2025-11-10,90.36,Hybrid
EMP029076,2025-05-05,78.28,Hybrid
EMP037756,2025-04-02,88.06,Hybrid
EMP047969,2025-10-27,77.22,Hybrid
EMP037466,2025-07-17,87.43,WFH
EMP030503,2025-11-30,71.15,WFH
EMP016725,2025-07-06,96.75,Office
EMP003829,2025-06-17,71.66,Office
EMP048832,2025-02-08,75.57,Office
EMP017088,2025-10-07,87.71,WFH
EMP012606,2025-08-10,97.41,Office
EMP031338,2025-04-12,79.62,Office
EMP005483,2025-07-05,99.41,Hybrid
EMP027006,2025-04-19,90.67,Hybrid
EMP022761,2025-05-20,98.4,Office
EMP010076,2025-09-19,78.4,WFH
EMP005464,2025-08-16,95.33,WFH
EMP046629,2025-06-14,95.22,Office
EMP004913,2025-12-08,81.26,WFH
EMP004649,2025-04-24,76.26,WFH
EMP033624,2025-06-14,84.46,Hybrid
EMP035635,2025-02-23,73.76,Office
EMP044603,2025-09-04,88.17,Hybrid
EMP049063,2025-07-09,85.49,Hybrid
EMP049335,2025-01-23,73.45,WFH
EMP003113,2025-05-19,84.92,Office
EMP022055,2025-08-15,74.5,WFH
EMP004493,2025-07-27,79.79,Hybrid
EMP022208,2025-12-19,75.98,Office
EMP015115,2025-08-26,97.9,Hybrid
EMP034286,2025-09-13,75.8,Office
EMP016019,2025-10-21,71.5,Hybrid
EMP021387,2025-03-14,79.06,WFH
EMP017741,2025-05-14,85.44,WFH
EMP044200,2025-10-15,94.53,Office
EMP008211,2025-12-28,71.53,WFH
EMP044364,2025-11-04,80.88,Hybrid
EMP045640,2025-03-29,75.37,Office
EMP012744,2025-11-03,94.68,WFH
EMP042093,2025-03-21,89.19,Office
EMP044300,2025-04-09,94.75,WFH
EMP006589,2025-09-19,82.54,Hybrid
EMP003312,2025-04-12,88.8,Office
EMP022433,2025-06-21,79.04,WFH
EMP033756,2025-10-18,90.07,WFH
EMP003322,2025-03-11,77.52,WFH
EMP015813,2025-07-06,92.37,WFH
EMP037384,2025-11-09,88.77,Hybrid
EMP048281,2025-04-19,88.15,WFH
EMP013147,2025-11-29,97.34,WFH
EMP013655,2025-06-08,98.38,Hybrid
EMP035821,2025-04-11,99.3,Hybrid
EMP000727,2025-06-23,76.23,Office
EMP003761,2025-08-13,90.23,Office
EMP022191,2025-12-12,81.86,WFH
EMP001876,2025-08-26,85.54,WFH
EMP023378,2025-04-05,92.12,WFH
EMP046738,2025-10-25,82.81,Hybrid
EMP004034,2025-12-23,74.12,Hybrid
EMP038212,2025-08-08,96.7,WFH
EMP017374,2025-07-29,75.77,Hybrid
EMP003745,2025-01-20,75.35,Hybrid
EMP024996,2025-05-06,83.09,WFH
EMP016978,2025-08-10,98.45,Office
EMP032403,2025-11-24,70.63,Hybrid
EMP034543,2025-06-11,74.59,Hybrid
EMP010652,2025-12-04,95.25,Office
EMP033704,2025-01-15,71.04,Hybrid
EMP013396,2025-06-11,98.75,Hybrid
EMP029809,2025-11-21,77.53,Hybrid
EMP036577,2025-08-11,87.28,Hybrid
EMP016716,2025-09-18,71.42,WFH
EMP044410,2025-03-18,97.88,Hybrid
